session_id,user_id,session_start,session_end,platform,device_type,country,is_new_user
S0002437,U003830,2025-05-20T15:01:00,2025-05-20T16:34:00,android,tablet,GB,False
S0002438,U003198,2025-01-15T21:36:00,2025-01-15T21:46:00,android,tablet,GB,False
S0002439,U003717,2025-03-20T22:40:00,2025-03-20T23:18:00,ios,mobile,GB,False
S0002440,U002263,2025-08-26T14:36:00,2025-08-26T15:51:00,web,mobile,GB,False
S0002441,U003338,2025-04-08T17:38:00,2025-04-08T19:19:00,web,mobile,GB,False
S0002442,U003669,2025-09-18T14:43:00,2025-09-18T15:55:00,android,tablet,GB,False
S0002443,U000437,2025-05-19T16:16:00,2025-05-19T18:14:00,ios,mobile,GB,False
S0002444,U001136,2025-08-21T16:56:00,2025-08-21T18:48:00,ios,tablet,GB,False
S0002445,U003095,2025-04-08T12:22:00,2025-04-08T13:54:00,web,mobile,GB,False
S0002446,U002076,2025-08-31T14:53:00,2025-08-31T16:51:00,android,mobile,GB,False
S0002447,U001672,2025-06-06T17:24:00,2025-06-06T18:16:00,android,tablet,GB,False
S0002448,U001099,2025-09-26T18:51:00,2025-09-26T20:27:00,ctv,smart_tv,GB,False
S0002449,U000504,2025-07-16T10:16:00,2025-07-16T12:12:00,web,desktop,GB,True
S0002450,U000721,2025-11-24T14:53:00,2025-11-24T16:13:00,web,desktop,GB,False
S0002451,U001545,2025-06-30T11:56:00,2025-06-30T13:38:00,ctv,streaming_stick,GB,False
S0002452,U003288,2025-11-01T17:18:00,2025-11-01T17:50:00,ctv,smart_tv,GB,False
S0002453,U003285,2025-10-01T17:45:00,2025-10-01T19:16:00,android,tablet,GB,False
S0002454,U003123,2025-09-11T13:28:00,2025-09-11T15:08:00,web,desktop,GB,False
S0002455,U001650,2025-08-10T17:50:00,2025-08-10T18:50:00,ios,mobile,GB,False
S0002456,U002783,2025-09-17T16:30:00,2025-09-17T17:04:00,web,desktop,GB,False
S0002457,U000194,2025-11-12T18:48:00,2025-11-12T18:57:00,web,mobile,GB,False
S0002458,U001127,2025-04-21T11:59:00,2025-04-21T12:04:00,ios,tablet,GB,False
S0002459,U002794,2025-06-23T14:01:00,2025-06-23T14:20:00,ios,tablet,GB,False
S0002460,U002754,2025-04-10T19:49:00,2025-04-10T20:31:00,android,mobile,GB,False
S0002461,U000932,2025-03-10T23:31:00,2025-03-11T01:05:00,android,tablet,GB,False
S0002462,U003857,2025-02-19T15:32:00,2025-02-19T16:22:00,ios,mobile,GB,False
S0002463,U001055,2025-07-20T21:52:00,2025-07-20T23:23:00,web,desktop,GB,True
S0002464,U001359,2025-03-19T14:57:00,2025-03-19T15:23:00,android,tablet,GB,False
S0002465,U000344,2025-09-24T20:40:00,2025-09-24T21:28:00,web,tablet,GB,False
S0002466,U002107,2025-08-03T10:02:00,2025-08-03T10:54:00,android,tablet,GB,False
S0002467,U000551,2025-02-14T09:26:00,2025-02-14T10:21:00,web,tablet,GB,False
S0002468,U000709,2025-04-27T18:02:00,2025-04-27T18:17:00,ios,tablet,GB,False
S0002469,U002236,2025-08-13T19:28:00,2025-08-13T21:05:00,web,tablet,GB,False
S0002470,U002252,2025-08-26T09:22:00,2025-08-26T11:22:00,ctv,smart_tv,GB,False
S0002471,U003624,2025-02-26T16:33:00,2025-02-26T16:59:00,web,desktop,GB,False
S0002472,U002296,2025-08-01T18:17:00,2025-08-01T18:48:00,android,tablet,GB,False
S0002473,U001078,2025-08-17T18:34:00,2025-08-17T20:21:00,ios,tablet,GB,False
S0002474,U002166,2025-06-12T23:30:00,2025-06-13T00:04:00,ios,mobile,GB,False
S0002475,U001170,2025-06-09T20:50:00,2025-06-09T21:52:00,ios,mobile,GB,False
S0002476,U001082,2025-11-01T22:07:00,2025-11-02T00:04:00,ctv,streaming_stick,GB,False
S0002477,U003355,2025-08-15T09:15:00,2025-08-15T09:44:00,android,mobile,GB,False
S0002478,U002101,2025-02-25T13:17:00,2025-02-25T15:04:00,web,desktop,GB,False
S0002479,U003403,2025-10-29T17:28:00,2025-10-29T18:30:00,web,desktop,GB,False
S0002480,U003849,2025-02-22T12:44:00,2025-02-22T13:32:00,web,tablet,GB,False
S0002481,U002214,2025-02-12T12:17:00,2025-02-12T12:46:00,ios,tablet,GB,False
S0002482,U001507,2025-07-24T12:56:00,2025-07-24T14:05:00,android,mobile,GB,False
S0002483,U001314,2025-09-14T13:53:00,2025-09-14T13:59:00,android,tablet,GB,False
S0002484,U000278,2025-10-30T18:33:00,2025-10-30T19:20:00,android,tablet,GB,False
S0002485,U002909,2025-10-20T14:26:00,2025-10-20T15:55:00,web,tablet,GB,False
S0002486,U002815,2025-10-25T16:11:00,2025-10-25T17:19:00,ios,mobile,GB,False
S0002487,U002758,2025-11-23T18:55:00,2025-11-23T20:39:00,ctv,streaming_stick,GB,False
S0002488,U003685,2025-10-18T15:43:00,2025-10-18T16:56:00,ios,mobile,GB,False
S0002489,U002577,2025-09-13T17:46:00,2025-09-13T19:04:00,web,desktop,GB,False
S0002490,U000961,2025-09-24T09:00:00,2025-09-24T09:18:00,ctv,smart_tv,GB,False
S0002491,U000776,2025-05-24T06:47:00,2025-05-24T07:16:00,ios,mobile,GB,False
S0002492,U001370,2025-12-28T14:49:00,2025-12-28T15:44:00,android,mobile,GB,False
S0002493,U003584,2025-07-30T17:12:00,2025-07-30T18:50:00,ios,tablet,GB,False
S0002494,U000730,2025-06-18T07:19:00,2025-06-18T08:47:00,web,tablet,GB,False
S0002495,U003018,2025-09-14T21:53:00,2025-09-14T23:45:00,ios,tablet,GB,False
S0002496,U003081,2025-10-23T13:30:00,2025-10-23T14:11:00,android,tablet,GB,False
S0002497,U000117,2025-03-18T12:51:00,2025-03-18T13:24:00,web,tablet,GB,False
S0002498,U003546,2025-03-31T20:18:00,2025-03-31T20:47:00,ctv,streaming_stick,GB,False
S0002499,U002702,2025-05-06T21:29:00,2025-05-06T23:24:00,ios,mobile,GB,False
S0002500,U002704,2025-10-02T16:18:00,2025-10-02T18:08:00,ios,mobile,GB,True
S0002501,U003024,2025-11-07T19:20:00,2025-11-07T20:27:00,android,tablet,GB,False
S0002502,U002815,2025-11-18T15:53:00,2025-11-18T16:11:00,ctv,smart_tv,GB,False
S0002503,U000619,2025-02-13T20:20:00,2025-02-13T22:06:00,web,desktop,GB,False
S0002504,U002227,2025-06-18T14:11:00,2025-06-18T14:39:00,android,mobile,GB,False
S0002505,U002032,2025-03-28T17:44:00,2025-03-28T17:59:00,android,mobile,GB,False
S0002506,U003463,2025-08-26T16:56:00,2025-08-26T17:03:00,android,mobile,GB,True
S0002507,U002202,2025-05-23T23:09:00,2025-05-24T00:27:00,ios,tablet,GB,False
S0002508,U002296,2025-06-17T14:28:00,2025-06-17T15:53:00,ctv,streaming_stick,GB,False
S0002509,U000718,2025-01-20T17:46:00,2025-01-20T18:58:00,android,mobile,GB,False
S0002510,U000525,2025-05-17T17:45:00,2025-05-17T19:05:00,android,tablet,GB,False
S0002511,U000162,2025-01-01T15:20:00,2025-01-01T16:49:00,android,mobile,GB,False
S0002512,U000225,2025-07-28T12:51:00,2025-07-28T14:32:00,ios,mobile,GB,False
S0002513,U001123,2025-02-25T23:07:00,2025-02-26T00:17:00,ctv,streaming_stick,GB,False
S0002514,U000697,2025-12-10T18:10:00,2025-12-10T19:50:00,ios,mobile,GB,False
S0002515,U001527,2025-03-07T12:12:00,2025-03-07T14:09:00,web,desktop,GB,False
S0002516,U002955,2025-04-22T16:40:00,2025-04-22T18:12:00,ctv,smart_tv,GB,False
S0002517,U002936,2025-05-25T23:31:00,2025-05-26T00:05:00,ios,mobile,GB,False
S0002518,U000705,2025-05-18T19:51:00,2025-05-18T21:15:00,web,tablet,GB,False
S0002519,U003474,2025-02-13T16:54:00,2025-02-13T18:13:00,web,tablet,GB,False
S0002520,U002796,2025-01-01T13:30:00,2025-01-01T14:39:00,web,desktop,GB,False
S0002521,U002713,2025-05-31T22:55:00,2025-05-31T23:31:00,android,mobile,GB,False
S0002522,U003444,2025-11-13T17:44:00,2025-11-13T19:19:00,web,tablet,GB,False
S0002523,U003516,2025-09-06T14:01:00,2025-09-06T15:31:00,android,mobile,GB,False
S0002524,U003339,2025-02-25T14:51:00,2025-02-25T15:22:00,android,mobile,GB,False
S0002525,U003334,2025-01-27T09:18:00,2025-01-27T09:37:00,ios,tablet,GB,False
S0002526,U000006,2025-12-12T23:52:00,2025-12-13T01:08:00,ctv,streaming_stick,GB,False
S0002527,U003339,2025-12-07T14:09:00,2025-12-07T15:36:00,web,mobile,GB,False
S0002528,U002580,2025-04-07T17:45:00,2025-04-07T18:53:00,web,tablet,GB,False
S0002529,U003141,2025-11-09T15:23:00,2025-11-09T16:49:00,ios,mobile,GB,False
S0002530,U000518,2025-06-11T14:26:00,2025-06-11T15:59:00,web,tablet,GB,False
S0002531,U002535,2025-08-16T22:04:00,2025-08-17T00:03:00,android,tablet,GB,False
S0002532,U001901,2025-05-19T18:06:00,2025-05-19T18:40:00,android,tablet,GB,True
S0002533,U002362,2025-04-14T12:47:00,2025-04-14T13:13:00,ios,tablet,GB,False
S0002534,U002581,2025-08-23T17:01:00,2025-08-23T17:56:00,android,mobile,GB,False
S0002535,U003550,2025-10-10T20:52:00,2025-10-10T21:11:00,ios,tablet,GB,False
S0002536,U003859,2025-12-31T17:56:00,2025-12-31T18:18:00,ctv,smart_tv,GB,False
S0002537,U000578,2025-05-28T08:00:00,2025-05-28T08:23:00,ios,tablet,GB,False
S0002538,U000379,2025-09-24T17:20:00,2025-09-24T18:52:00,ios,tablet,GB,True
S0002539,U001308,2025-03-26T14:34:00,2025-03-26T15:12:00,android,mobile,GB,False
S0002540,U002552,2025-01-07T13:53:00,2025-01-07T15:20:00,android,tablet,GB,False
S0002541,U002226,2025-10-09T08:57:00,2025-10-09T10:02:00,web,mobile,GB,False
S0002542,U001399,2025-06-04T16:29:00,2025-06-04T18:00:00,android,tablet,GB,False
S0002543,U001982,2025-03-29T14:32:00,2025-03-29T14:49:00,web,desktop,GB,False
S0002544,U000999,2025-04-26T11:19:00,2025-04-26T13:08:00,web,mobile,GB,False
S0002545,U002505,2025-11-04T15:32:00,2025-11-04T17:00:00,android,tablet,GB,False
S0002546,U000483,2025-04-01T21:03:00,2025-04-01T22:12:00,web,tablet,GB,False
S0002547,U000626,2025-07-24T13:39:00,2025-07-24T14:51:00,web,mobile,GB,True
S0002548,U000775,2025-06-24T16:22:00,2025-06-24T17:22:00,ios,mobile,GB,False
S0002549,U002524,2025-10-26T19:47:00,2025-10-26T20:24:00,android,mobile,GB,False
S0002550,U003180,2025-01-18T12:56:00,2025-01-18T13:38:00,android,tablet,GB,False
S0002551,U002739,2025-12-27T23:36:00,2025-12-28T01:14:00,android,tablet,GB,False
S0002552,U000574,2025-10-31T14:20:00,2025-10-31T15:11:00,android,mobile,GB,False
S0002553,U002469,2025-04-18T09:06:00,2025-04-18T10:54:00,web,tablet,GB,False
S0002554,U002855,2025-10-26T13:17:00,2025-10-26T13:38:00,android,tablet,GB,False
S0002555,U002104,2025-11-22T16:42:00,2025-11-22T17:51:00,web,tablet,GB,False
S0002556,U003577,2025-11-04T20:26:00,2025-11-04T22:05:00,ios,tablet,GB,False
S0002557,U003491,2025-11-28T14:36:00,2025-11-28T16:22:00,ios,tablet,GB,False
S0002558,U003984,2025-12-30T13:56:00,2025-12-30T14:56:00,ios,tablet,GB,False
S0002559,U002266,2025-01-07T23:21:00,2025-01-08T00:58:00,android,mobile,GB,False
S0002560,U003109,2025-03-26T09:55:00,2025-03-26T11:04:00,web,desktop,GB,False
S0002561,U003587,2025-05-06T23:05:00,2025-05-07T00:05:00,ios,mobile,GB,False
S0002562,U001541,2025-07-19T12:40:00,2025-07-19T13:39:00,ios,tablet,GB,False
S0002563,U000002,2025-06-01T19:52:00,2025-06-01T20:21:00,web,tablet,GB,False
S0002564,U002380,2025-02-10T14:52:00,2025-02-10T15:34:00,ctv,smart_tv,GB,True
S0002565,U002730,2025-06-18T18:36:00,2025-06-18T19:17:00,ctv,streaming_stick,GB,False
S0002566,U001084,2025-04-18T14:09:00,2025-04-18T15:42:00,ctv,streaming_stick,GB,False
S0002567,U002957,2025-03-18T14:30:00,2025-03-18T16:26:00,android,tablet,GB,False
S0002568,U002868,2025-03-04T19:56:00,2025-03-04T20:55:00,web,mobile,GB,False
S0002569,U001491,2025-06-11T21:25:00,2025-06-11T22:09:00,ios,tablet,GB,True
S0002570,U000871,2025-06-24T15:07:00,2025-06-24T16:09:00,web,mobile,GB,False
S0002571,U000229,2025-08-24T16:38:00,2025-08-24T17:11:00,ios,tablet,GB,False
S0002572,U003971,2025-11-26T14:09:00,2025-11-26T14:43:00,web,tablet,GB,False
S0002573,U000823,2025-09-15T21:05:00,2025-09-15T21:54:00,ios,mobile,GB,False
S0002574,U002922,2025-11-03T19:28:00,2025-11-03T20:30:00,ios,tablet,GB,False
S0002575,U000284,2025-04-25T18:26:00,2025-04-25T20:05:00,ios,mobile,GB,False
S0002576,U000475,2025-10-03T22:30:00,2025-10-03T23:24:00,web,mobile,GB,False
S0002577,U000185,2025-06-21T07:21:00,2025-06-21T08:36:00,ios,tablet,GB,False
S0002578,U003195,2025-12-11T18:42:00,2025-12-11T20:11:00,ctv,streaming_stick,GB,False
S0002579,U001268,2025-11-18T17:06:00,2025-11-18T18:16:00,android,mobile,GB,False
S0002580,U001565,2025-07-12T06:33:00,2025-07-12T08:03:00,ios,tablet,GB,False
S0002581,U003506,2025-06-06T15:53:00,2025-06-06T16:01:00,ios,tablet,GB,False
S0002582,U001540,2025-12-05T11:18:00,2025-12-05T11:39:00,ctv,smart_tv,GB,False
S0002583,U001766,2025-09-13T09:39:00,2025-09-13T11:04:00,ios,mobile,GB,False
S0002584,U001871,2025-06-22T23:26:00,2025-06-23T00:29:00,web,mobile,GB,False
S0002585,U002488,2025-01-23T22:57:00,2025-01-23T23:22:00,web,tablet,GB,False
S0002586,U002027,2025-07-31T14:28:00,2025-07-31T15:25:00,android,mobile,GB,True
S0002587,U001061,2025-07-30T14:51:00,2025-07-30T16:31:00,ios,tablet,GB,False
S0002588,U001924,2025-05-11T07:10:00,2025-05-11T07:35:00,android,tablet,GB,False
S0002589,U003878,2025-04-11T12:58:00,2025-04-11T14:17:00,android,mobile,GB,False
S0002590,U003337,2025-03-31T13:16:00,2025-03-31T14:37:00,ctv,streaming_stick,GB,False
S0002591,U001866,2025-08-05T09:51:00,2025-08-05T11:03:00,ios,mobile,GB,False
S0002592,U000106,2025-11-27T15:51:00,2025-11-27T16:05:00,android,tablet,GB,False
S0002593,U001001,2025-01-09T15:00:00,2025-01-09T15:33:00,web,tablet,GB,False
S0002594,U003067,2025-08-02T23:00:00,2025-08-02T23:48:00,web,mobile,GB,False
S0002595,U001018,2025-09-30T19:05:00,2025-09-30T20:26:00,android,mobile,GB,False
S0002596,U002225,2025-07-23T16:44:00,2025-07-23T17:12:00,android,mobile,GB,False
S0002597,U002531,2025-08-02T18:05:00,2025-08-02T18:18:00,ios,tablet,GB,True
S0002598,U000796,2025-10-29T15:22:00,2025-10-29T16:34:00,web,tablet,GB,False
S0002599,U002275,2025-05-13T08:18:00,2025-05-13T10:01:00,android,mobile,GB,False
S0002600,U003817,2025-07-27T17:43:00,2025-07-27T18:00:00,ios,tablet,GB,False
S0002601,U000015,2025-05-26T16:12:00,2025-05-26T17:30:00,ios,tablet,GB,False
S0002602,U000362,2025-05-29T19:50:00,2025-05-29T19:57:00,android,mobile,GB,False
S0002603,U003760,2025-09-02T21:55:00,2025-09-02T23:27:00,web,tablet,GB,False
S0002604,U002905,2025-09-29T18:16:00,2025-09-29T20:01:00,android,tablet,GB,False
S0002605,U000220,2025-05-05T15:04:00,2025-05-05T16:54:00,web,tablet,GB,False
S0002606,U002458,2025-08-23T16:14:00,2025-08-23T17:02:00,android,mobile,GB,False
S0002607,U003098,2025-12-18T13:50:00,2025-12-18T15:04:00,ctv,streaming_stick,GB,False
S0002608,U003600,2025-06-25T20:28:00,2025-06-25T22:16:00,android,mobile,GB,False
S0002609,U000255,2025-03-09T14:49:00,2025-03-09T15:29:00,ctv,streaming_stick,GB,False
S0002610,U003250,2025-06-01T14:40:00,2025-06-01T15:36:00,android,mobile,GB,False
S0002611,U001780,2025-02-26T10:58:00,2025-02-26T11:13:00,web,mobile,GB,False
S0002612,U003403,2025-04-28T21:29:00,2025-04-28T22:05:00,ios,tablet,GB,False
S0002613,U003793,2025-06-30T14:40:00,2025-06-30T15:16:00,web,tablet,GB,False
S0002614,U003130,2025-01-21T18:40:00,2025-01-21T20:40:00,android,tablet,GB,True
S0002615,U000469,2025-12-28T12:13:00,2025-12-28T12:33:00,ios,mobile,GB,False
S0002616,U001755,2025-04-13T18:25:00,2025-04-13T18:53:00,web,desktop,GB,False
S0002617,U000978,2025-05-03T14:28:00,2025-05-03T14:44:00,ios,mobile,GB,False
S0002618,U000709,2025-09-07T13:08:00,2025-09-07T14:57:00,web,mobile,GB,True
S0002619,U002622,2025-07-14T15:33:00,2025-07-14T16:56:00,ios,mobile,GB,False
S0002620,U000546,2025-01-18T10:16:00,2025-01-18T11:08:00,android,tablet,GB,False
S0002621,U003271,2025-03-03T17:03:00,2025-03-03T18:08:00,android,mobile,GB,False
S0002622,U002395,2025-01-16T06:43:00,2025-01-16T08:01:00,android,tablet,GB,False
S0002623,U002250,2025-06-06T13:41:00,2025-06-06T14:27:00,android,tablet,GB,False
S0002624,U002401,2025-07-06T22:59:00,2025-07-07T00:07:00,android,tablet,GB,False
S0002625,U001665,2025-07-05T21:41:00,2025-07-05T23:33:00,android,mobile,GB,False
S0002626,U001008,2025-12-14T22:01:00,2025-12-14T23:42:00,ios,tablet,GB,False
S0002627,U000323,2025-04-20T09:12:00,2025-04-20T09:19:00,android,mobile,GB,False
S0002628,U001635,2025-09-15T13:14:00,2025-09-15T13:24:00,ios,tablet,GB,False
S0002629,U001684,2025-04-12T14:13:00,2025-04-12T15:50:00,android,mobile,GB,False
S0002630,U003972,2025-03-16T15:39:00,2025-03-16T16:27:00,web,mobile,GB,False
S0002631,U003055,2025-05-30T21:35:00,2025-05-30T22:22:00,web,desktop,GB,False
S0002632,U003732,2025-12-04T15:46:00,2025-12-04T17:02:00,web,desktop,GB,False
S0002633,U002396,2025-06-09T19:40:00,2025-06-09T20:33:00,web,desktop,GB,False
S0002634,U001418,2025-04-10T23:47:00,2025-04-11T01:19:00,ios,mobile,GB,False
S0002635,U001584,2025-08-08T22:25:00,2025-08-08T23:37:00,ios,tablet,GB,False
S0002636,U000851,2025-09-07T12:00:00,2025-09-07T12:35:00,web,desktop,GB,False
S0002637,U003922,2025-05-29T20:54:00,2025-05-29T21:33:00,ios,tablet,GB,False
S0002638,U002719,2025-07-10T17:01:00,2025-07-10T17:42:00,ios,mobile,GB,False
S0002639,U003011,2025-05-10T11:15:00,2025-05-10T12:07:00,android,tablet,GB,False
S0002640,U002210,2025-03-30T09:37:00,2025-03-30T10:16:00,ctv,streaming_stick,GB,False
S0002641,U002228,2025-12-18T19:53:00,2025-12-18T21:40:00,web,mobile,GB,False
S0002642,U002982,2025-01-04T21:33:00,2025-01-04T23:15:00,ios,mobile,GB,False
S0002643,U003369,2025-01-15T19:29:00,2025-01-15T20:21:00,web,tablet,GB,False
S0002644,U003849,2025-04-28T17:46:00,2025-04-28T19:06:00,web,tablet,GB,False
S0002645,U001478,2025-08-05T19:01:00,2025-08-05T20:56:00,android,tablet,GB,False
S0002646,U001033,2025-10-30T15:38:00,2025-10-30T16:35:00,web,desktop,GB,False
S0002647,U001375,2025-11-20T11:48:00,2025-11-20T12:20:00,ios,tablet,GB,False
S0002648,U002105,2025-07-07T12:57:00,2025-07-07T13:54:00,android,mobile,GB,False
S0002649,U001818,2025-12-19T14:32:00,2025-12-19T14:42:00,android,mobile,GB,False
S0002650,U003338,2025-11-30T17:35:00,2025-11-30T17:47:00,android,tablet,GB,False
S0002651,U002807,2025-05-09T14:08:00,2025-05-09T15:27:00,android,tablet,GB,False
S0002652,U002109,2025-10-25T09:34:00,2025-10-25T09:39:00,web,mobile,GB,False
S0002653,U001061,2025-02-19T17:36:00,2025-02-19T18:06:00,ios,mobile,GB,False
S0002654,U002918,2025-09-04T14:33:00,2025-09-04T15:29:00,web,tablet,GB,False
S0002655,U002988,2025-02-03T16:17:00,2025-02-03T18:10:00,ios,tablet,GB,False
S0002656,U001321,2025-05-14T09:31:00,2025-05-14T11:31:00,android,mobile,GB,False
S0002657,U001854,2025-01-16T13:26:00,2025-01-16T13:55:00,android,mobile,GB,False
S0002658,U001686,2025-08-05T12:59:00,2025-08-05T13:08:00,ctv,streaming_stick,GB,False
S0002659,U003146,2025-10-05T18:21:00,2025-10-05T20:14:00,ios,tablet,GB,False
S0002660,U001969,2025-07-20T15:13:00,2025-07-20T16:12:00,android,tablet,GB,False
S0002661,U000116,2025-02-19T10:43:00,2025-02-19T12:19:00,web,desktop,GB,False
S0002662,U001318,2025-07-03T21:30:00,2025-07-03T22:53:00,android,mobile,GB,False
S0002663,U002078,2025-05-16T17:06:00,2025-05-16T18:20:00,ctv,streaming_stick,GB,False
S0002664,U000272,2025-09-20T12:10:00,2025-09-20T13:16:00,android,tablet,GB,False
S0002665,U003858,2025-10-29T17:32:00,2025-10-29T17:55:00,web,tablet,GB,False
S0002666,U001987,2025-10-31T14:10:00,2025-10-31T14:40:00,web,mobile,GB,False
S0002667,U002487,2025-08-17T18:15:00,2025-08-17T18:39:00,ios,tablet,GB,False
S0002668,U003223,2025-05-20T11:58:00,2025-05-20T13:39:00,ctv,smart_tv,GB,False
S0002669,U001293,2025-02-22T15:22:00,2025-02-22T16:40:00,ctv,smart_tv,GB,False
S0002670,U003050,2025-02-03T15:04:00,2025-02-03T15:24:00,android,tablet,GB,False
S0002671,U003716,2025-08-27T20:24:00,2025-08-27T20:54:00,ctv,streaming_stick,GB,False
S0002672,U001294,2025-09-26T08:50:00,2025-09-26T09:46:00,android,mobile,GB,False
S0002673,U003014,2025-02-26T09:47:00,2025-02-26T11:05:00,ctv,streaming_stick,GB,True
S0002674,U000675,2025-12-31T17:02:00,2025-12-31T18:54:00,android,tablet,GB,False
S0002675,U002627,2025-12-09T15:57:00,2025-12-09T16:30:00,android,mobile,GB,False
S0002676,U002275,2025-05-25T17:13:00,2025-05-25T18:05:00,ctv,streaming_stick,GB,False
S0002677,U000249,2025-10-08T13:54:00,2025-10-08T13:59:00,ctv,streaming_stick,GB,False
S0002678,U003119,2025-11-12T11:31:00,2025-11-12T12:25:00,ios,tablet,GB,False
S0002679,U002744,2025-06-11T12:33:00,2025-06-11T13:30:00,ios,tablet,GB,False
S0002680,U002118,2025-11-27T12:37:00,2025-11-27T14:27:00,web,mobile,GB,False
S0002681,U001257,2025-04-14T15:12:00,2025-04-14T16:59:00,android,mobile,GB,False
S0002682,U001619,2025-09-24T09:40:00,2025-09-24T10:23:00,android,mobile,GB,False
S0002683,U002303,2025-03-16T07:18:00,2025-03-16T07:40:00,android,mobile,GB,False
S0002684,U000957,2025-10-20T22:05:00,2025-10-20T22:50:00,ios,mobile,GB,False
S0002685,U002737,2025-12-27T13:33:00,2025-12-27T15:23:00,ios,tablet,GB,False
S0002686,U002309,2025-03-27T06:20:00,2025-03-27T06:43:00,ctv,smart_tv,GB,False
S0002687,U002092,2025-03-03T16:24:00,2025-03-03T16:49:00,ios,mobile,GB,False
S0002688,U001748,2025-03-19T21:04:00,2025-03-19T22:29:00,ctv,streaming_stick,GB,False
S0002689,U000517,2025-07-27T11:18:00,2025-07-27T11:51:00,ctv,streaming_stick,GB,False
S0002690,U003277,2025-03-21T18:58:00,2025-03-21T19:07:00,web,tablet,GB,False
S0002691,U003783,2025-08-01T21:59:00,2025-08-01T23:25:00,ios,tablet,GB,False
S0002692,U002030,2025-08-14T23:28:00,2025-08-14T23:39:00,web,desktop,GB,True
S0002693,U000210,2025-07-06T15:22:00,2025-07-06T15:56:00,android,tablet,GB,False
S0002694,U003607,2025-06-25T19:28:00,2025-06-25T20:44:00,ios,mobile,GB,False
S0002695,U000844,2025-09-01T17:04:00,2025-09-01T18:56:00,ios,mobile,GB,False
S0002696,U003587,2025-12-23T17:39:00,2025-12-23T17:57:00,ctv,streaming_stick,GB,False
S0002697,U002941,2025-09-14T16:51:00,2025-09-14T17:38:00,android,mobile,GB,False
S0002698,U002069,2025-10-09T16:07:00,2025-10-09T17:19:00,android,tablet,GB,False
S0002699,U001759,2025-04-16T15:17:00,2025-04-16T15:29:00,web,tablet,GB,False
S0002700,U001897,2025-09-02T09:54:00,2025-09-02T10:50:00,web,mobile,GB,False
S0002701,U003596,2025-01-05T22:53:00,2025-01-05T23:00:00,web,desktop,GB,False
S0002702,U001996,2025-10-20T18:02:00,2025-10-20T19:02:00,android,mobile,GB,False
S0002703,U003669,2025-10-30T07:03:00,2025-10-30T07:32:00,ios,tablet,GB,False
S0002704,U003775,2025-08-02T23:56:00,2025-08-03T00:09:00,web,tablet,GB,False
S0002705,U001240,2025-10-29T09:09:00,2025-10-29T10:55:00,ios,mobile,GB,False
S0002706,U002595,2025-08-30T19:32:00,2025-08-30T20:01:00,ios,mobile,GB,False
S0002707,U002658,2025-02-26T18:57:00,2025-02-26T19:37:00,ios,mobile,GB,False
S0002708,U000381,2025-12-17T06:23:00,2025-12-17T08:21:00,ctv,streaming_stick,GB,False
S0002709,U002889,2025-11-16T10:24:00,2025-11-16T11:44:00,android,mobile,GB,False
S0002710,U000958,2025-02-18T23:14:00,2025-02-18T23:56:00,ios,mobile,GB,False
S0002711,U000417,2025-08-12T12:09:00,2025-08-12T13:44:00,ios,tablet,GB,False
S0002712,U001614,2025-02-11T16:12:00,2025-02-11T16:32:00,ctv,smart_tv,GB,False
S0002713,U002817,2025-04-09T14:04:00,2025-04-09T14:33:00,ios,tablet,GB,False
S0002714,U003794,2025-05-08T15:56:00,2025-05-08T17:34:00,ios,tablet,GB,False
S0002715,U002151,2025-06-02T13:39:00,2025-06-02T15:38:00,ctv,smart_tv,GB,False
S0002716,U002133,2025-04-21T12:07:00,2025-04-21T13:52:00,ios,mobile,GB,False
S0002717,U000810,2025-11-26T18:39:00,2025-11-26T19:07:00,android,mobile,GB,False
S0002718,U003452,2025-02-17T19:56:00,2025-02-17T21:08:00,ios,tablet,GB,False
S0002719,U001526,2025-05-25T07:59:00,2025-05-25T08:46:00,ctv,streaming_stick,GB,False
S0002720,U001992,2025-04-04T13:07:00,2025-04-04T13:37:00,ios,mobile,GB,False
S0002721,U003417,2025-01-18T19:10:00,2025-01-18T20:47:00,android,tablet,GB,False
S0002722,U002392,2025-05-23T17:00:00,2025-05-23T18:33:00,android,mobile,GB,False
S0002723,U000402,2025-09-21T16:31:00,2025-09-21T18:12:00,ios,tablet,GB,False
S0002724,U000835,2025-01-01T13:49:00,2025-01-01T14:34:00,android,mobile,GB,False
S0002725,U001245,2025-03-13T15:23:00,2025-03-13T15:57:00,ios,tablet,GB,False
S0002726,U001863,2025-12-19T16:22:00,2025-12-19T16:52:00,web,mobile,GB,False
S0002727,U001048,2025-03-03T11:10:00,2025-03-03T12:03:00,ios,tablet,GB,False
S0002728,U001289,2025-11-29T21:57:00,2025-11-29T22:32:00,ctv,streaming_stick,GB,False
S0002729,U000665,2025-01-31T16:49:00,2025-01-31T17:12:00,ctv,smart_tv,GB,False
S0002730,U002943,2025-05-01T20:47:00,2025-05-01T20:58:00,android,tablet,GB,False
S0002731,U001985,2025-05-01T15:50:00,2025-05-01T17:25:00,ctv,streaming_stick,GB,False
S0002732,U000091,2025-01-18T09:55:00,2025-01-18T11:03:00,ctv,streaming_stick,GB,False
S0002733,U002355,2025-10-13T19:27:00,2025-10-13T21:19:00,ios,tablet,GB,False
