impression_id,campaign_id,play_event_id,served_at,programme_id,ad_position,device_type,revenue_gbp
IMP00002546,CAM0031,EV00018548,2025-09-06T23:35:53,P042,mid,streaming_stick,0.0297
IMP00002547,CAM0045,EV00014493,2025-08-17T13:26:03,P019,pre,desktop,0.0404
IMP00002548,CAM0009,EV00014189,2025-10-09T10:19:11,P047,pre,mobile,0.0237
IMP00002549,CAM0056,EV00018473,2025-07-07T12:44:47,P036,pre,mobile,0.0416
IMP00002550,CAM0015,EV00007622,2025-10-29T15:53:38,P037,mid,tablet,0.0393
IMP00002551,CAM0031,EV00012087,2025-01-24T17:17:36,P043,post,smart_tv,0.0202
IMP00002552,CAM0012,EV00016900,2025-09-22T15:12:44,P051,mid,mobile,0.0323
IMP00002553,CAM0042,EV00006380,2025-08-04T06:54:44,P007,mid,mobile,0.0446
IMP00002554,CAM0056,EV00011213,2025-12-08T22:38:30,P011,mid,mobile,0.0237
IMP00002555,CAM0022,EV00000158,2025-01-20T23:31:19,P004,pre,tablet,0.0359
IMP00002556,CAM0010,EV00008726,2025-04-20T18:55:18,P028,mid,mobile,0.0332
IMP00002557,CAM0001,EV00001173,2025-04-22T17:14:19,P021,pre,tablet,0.0254
IMP00002558,CAM0015,EV00015584,2025-08-02T07:59:19,P050,mid,smart_tv,0.0279
IMP00002559,CAM0025,EV00013090,2025-05-20T16:21:17,P035,mid,tablet,0.0394
IMP00002560,CAM0009,EV00003684,2025-08-21T16:30:54,P048,pre,tablet,0.0372
IMP00002561,CAM0041,EV00002668,2025-08-26T17:30:34,P037,mid,mobile,0.0267
IMP00002562,CAM0047,EV00011142,2025-08-19T16:24:27,P019,mid,tablet,0.027
IMP00002563,CAM0048,EV00013713,2025-11-02T16:18:51,P039,pre,streaming_stick,0.0271
IMP00002564,CAM0024,EV00018091,2025-12-28T15:06:20,P006,mid,mobile,0.0246
IMP00002565,CAM0030,EV00005631,2025-12-09T18:34:20,P011,pre,desktop,0.0268
IMP00002566,CAM0041,EV00016086,2025-02-03T17:40:00,P014,mid,mobile,0.0224
IMP00002567,CAM0052,EV00002414,2025-04-29T21:46:50,P020,pre,tablet,0.0227
IMP00002568,CAM0057,EV00012835,2025-09-03T14:43:33,P036,mid,mobile,0.0218
IMP00002569,CAM0015,EV00008660,2025-07-07T18:44:31,P020,pre,tablet,0.0308
IMP00002570,CAM0017,EV00008332,2025-12-30T15:18:42,P050,mid,tablet,0.0215
IMP00002571,CAM0026,EV00002684,2025-01-26T20:43:28,P040,mid,streaming_stick,0.0367
IMP00002572,CAM0003,EV00000596,2025-01-27T10:06:47,P060,post,tablet,0.0393
IMP00002573,CAM0053,EV00000861,2025-04-01T00:19:08,P056,mid,smart_tv,0.0264
IMP00002574,CAM0047,EV00018427,2025-03-16T22:44:58,P052,pre,desktop,0.0273
IMP00002575,CAM0019,EV00000324,2025-03-26T18:02:13,P009,mid,tablet,0.0278
IMP00002576,CAM0005,EV00010781,2025-08-26T09:02:53,P036,pre,tablet,0.0336
IMP00002577,CAM0045,EV00006001,2025-01-10T14:51:30,P026,mid,tablet,0.0388
IMP00002578,CAM0055,EV00000478,2025-10-13T13:16:34,P055,mid,mobile,0.0435
IMP00002579,CAM0023,EV00010590,2025-08-05T21:22:34,P007,pre,tablet,0.0311
IMP00002580,CAM0049,EV00000913,2025-11-02T22:21:28,P022,mid,mobile,0.0425
IMP00002581,CAM0035,EV00019492,2025-09-30T18:24:47,P056,pre,tablet,0.0325
IMP00002582,CAM0032,EV00004359,2025-03-15T16:09:07,P046,mid,mobile,0.0336
IMP00002583,CAM0031,EV00016060,2025-12-22T20:27:24,P045,pre,tablet,0.0323
IMP00002584,CAM0031,EV00019919,2025-10-16T20:29:06,P033,mid,smart_tv,0.0432
IMP00002585,CAM0010,EV00001713,2025-11-28T00:03:21,P016,post,mobile,0.0402
IMP00002586,CAM0013,EV00008254,2025-04-29T18:22:05,P004,post,tablet,0.0336
IMP00002587,CAM0020,EV00001304,2025-05-12T16:34:15,P046,pre,tablet,0.0204
IMP00002588,CAM0037,EV00007039,2025-10-30T13:53:35,P059,mid,tablet,0.0294
IMP00002589,CAM0001,EV00019453,2025-04-06T17:02:01,P055,pre,smart_tv,0.0358
IMP00002590,CAM0004,EV00013317,2025-10-08T08:30:41,P053,pre,streaming_stick,0.0245
IMP00002591,CAM0045,EV00003307,2025-11-21T22:59:46,P062,mid,mobile,0.0381
IMP00002592,CAM0048,EV00011323,2025-05-26T14:20:21,P041,mid,mobile,0.03
IMP00002593,CAM0044,EV00008401,2025-04-13T13:26:58,P055,post,tablet,0.0253
IMP00002594,CAM0058,EV00018913,2025-01-02T16:42:00,P060,pre,mobile,0.0249
IMP00002595,CAM0027,EV00018983,2025-07-24T12:07:18,P025,mid,tablet,0.0325
IMP00002596,CAM0043,EV00006787,2025-11-06T10:45:58,P020,mid,mobile,0.038
IMP00002597,CAM0015,EV00000269,2025-06-29T08:18:44,P014,pre,tablet,0.0277
IMP00002598,CAM0048,EV00015150,2025-09-03T17:41:30,P043,mid,tablet,0.0237
IMP00002599,CAM0023,EV00001425,2025-08-02T18:39:04,P022,pre,streaming_stick,0.0279
IMP00002600,CAM0032,EV00007321,2025-04-07T15:22:26,P025,mid,tablet,0.0393
IMP00002601,CAM0038,EV00001858,2025-06-19T21:03:23,P007,pre,tablet,0.0426
IMP00002602,CAM0046,EV00016617,2025-10-27T10:22:49,P011,pre,smart_tv,0.0374
IMP00002603,CAM0018,EV00009077,2025-04-13T22:05:04,P061,mid,tablet,0.0409
IMP00002604,CAM0019,EV00000686,2025-05-25T13:36:04,P061,mid,streaming_stick,0.0365
IMP00002605,CAM0039,EV00019034,2025-05-19T17:16:59,P002,mid,tablet,0.0248
IMP00002606,CAM0034,EV00011616,2025-07-23T07:27:46,P008,pre,smart_tv,0.037
IMP00002607,CAM0027,EV00016547,2025-11-30T15:23:45,P062,mid,desktop,0.0324
IMP00002608,CAM0025,EV00006553,2025-06-22T14:38:09,P033,mid,tablet,0.0347
IMP00002609,CAM0021,EV00019995,2025-01-06T13:46:10,P010,mid,tablet,0.0238
IMP00002610,CAM0009,EV00006452,2025-09-25T17:03:13,P059,pre,desktop,0.0315
IMP00002611,CAM0058,EV00003472,2025-05-08T18:07:54,P047,pre,smart_tv,0.0255
IMP00002612,CAM0019,EV00016481,2025-12-09T16:14:07,P025,mid,mobile,0.0202
IMP00002613,CAM0018,EV00020245,2025-01-13T22:32:52,P057,mid,tablet,0.0293
IMP00002614,CAM0057,EV00016279,2025-07-15T20:59:55,P014,pre,mobile,0.0276
IMP00002615,CAM0015,EV00002509,2025-11-27T14:51:37,P001,pre,tablet,0.0214
IMP00002616,CAM0008,EV00019834,2025-09-21T11:19:32,P040,post,tablet,0.0427
IMP00002617,CAM0018,EV00016437,2025-04-19T17:07:40,P030,post,smart_tv,0.0319
IMP00002618,CAM0032,EV00003753,2025-01-01T08:03:10,P010,pre,tablet,0.0386
IMP00002619,CAM0027,EV00000307,2025-11-15T12:42:48,P061,mid,streaming_stick,0.0442
IMP00002620,CAM0006,EV00000601,2025-04-04T09:10:33,P031,pre,mobile,0.0336
IMP00002621,CAM0014,EV00006835,2025-02-05T15:14:21,P040,pre,mobile,0.0399
IMP00002622,CAM0044,EV00015571,2025-06-28T12:16:51,P001,pre,smart_tv,0.0323
IMP00002623,CAM0031,EV00003839,2025-10-16T00:29:54,P015,mid,streaming_stick,0.0283
IMP00002624,CAM0055,EV00014474,2025-02-18T12:21:04,P043,mid,tablet,0.038
IMP00002625,CAM0036,EV00005748,2025-01-28T12:46:22,P051,pre,mobile,0.0201
IMP00002626,CAM0007,EV00010710,2025-04-30T23:57:53,P003,mid,tablet,0.0269
IMP00002627,CAM0005,EV00017042,2025-06-13T11:49:03,P033,mid,tablet,0.0429
IMP00002628,CAM0007,EV00009766,2025-02-17T20:23:45,P050,pre,tablet,0.027
IMP00002629,CAM0020,EV00010307,2025-10-05T17:20:44,P003,pre,desktop,0.0264
IMP00002630,CAM0059,EV00018779,2025-12-26T14:07:16,P055,pre,mobile,0.0345
IMP00002631,CAM0007,EV00010961,2025-03-25T20:43:40,P029,mid,tablet,0.0345
IMP00002632,CAM0044,EV00002551,2025-10-28T14:38:52,P004,pre,smart_tv,0.042
IMP00002633,CAM0016,EV00011989,2025-06-04T17:01:54,P047,pre,desktop,0.0382
IMP00002634,CAM0007,EV00003232,2025-08-20T18:38:55,P023,mid,streaming_stick,0.043
IMP00002635,CAM0059,EV00008895,2025-04-17T18:56:12,P004,pre,tablet,0.0268
IMP00002636,CAM0045,EV00011705,2025-03-11T15:57:17,P037,pre,mobile,0.0305
IMP00002637,CAM0049,EV00011769,2025-04-20T17:46:32,P002,mid,smart_tv,0.0375
IMP00002638,CAM0020,EV00002606,2025-05-13T09:41:43,P029,pre,mobile,0.0229
IMP00002639,CAM0029,EV00015908,2025-08-05T13:20:31,P023,pre,mobile,0.0301
IMP00002640,CAM0003,EV00006321,2025-04-14T07:22:38,P027,pre,smart_tv,0.0207
IMP00002641,CAM0054,EV00014286,2025-01-08T10:21:36,P061,mid,desktop,0.0216
IMP00002642,CAM0036,EV00013835,2025-07-27T17:59:48,P051,mid,tablet,0.0214
IMP00002643,CAM0014,EV00018006,2025-11-02T17:17:23,P031,mid,streaming_stick,0.0285
IMP00002644,CAM0029,EV00005121,2025-12-29T15:20:19,P039,mid,tablet,0.0305
IMP00002645,CAM0034,EV00007793,2025-12-10T15:20:58,P025,pre,mobile,0.0369
IMP00002646,CAM0023,EV00018190,2025-11-19T18:16:19,P003,post,mobile,0.0386
IMP00002647,CAM0025,EV00015054,2025-06-24T00:37:25,P052,post,tablet,0.0435
IMP00002648,CAM0003,EV00013076,2025-04-08T17:38:52,P031,pre,mobile,0.0371
IMP00002649,CAM0011,EV00008604,2025-05-23T15:10:58,P057,mid,tablet,0.0256
IMP00002650,CAM0009,EV00013699,2025-11-04T16:03:55,P015,mid,tablet,0.0326
IMP00002651,CAM0054,EV00002728,2025-04-04T11:08:39,P024,mid,tablet,0.0437
IMP00002652,CAM0011,EV00009117,2025-03-31T19:52:28,P030,mid,tablet,0.0265
IMP00002653,CAM0054,EV00012556,2025-05-22T18:35:52,P020,mid,mobile,0.0248
IMP00002654,CAM0042,EV00013530,2025-05-04T17:54:44,P026,mid,desktop,0.0364
IMP00002655,CAM0041,EV00003260,2025-05-09T06:51:17,P023,pre,desktop,0.027
IMP00002656,CAM0029,EV00017122,2025-08-20T20:09:23,P046,mid,mobile,0.0388
IMP00002657,CAM0029,EV00008429,2025-11-15T14:23:08,P025,pre,tablet,0.0423
IMP00002658,CAM0015,EV00016404,2025-01-10T23:12:32,P039,pre,mobile,0.0366
IMP00002659,CAM0057,EV00015846,2025-07-13T14:40:43,P037,pre,mobile,0.0338
IMP00002660,CAM0047,EV00002718,2025-03-21T15:19:16,P015,pre,tablet,0.0254
IMP00002661,CAM0002,EV00003155,2025-01-22T18:42:04,P038,pre,desktop,0.0281
IMP00002662,CAM0049,EV00004818,2025-09-19T10:31:11,P050,pre,mobile,0.0263
IMP00002663,CAM0029,EV00006507,2025-01-17T16:46:35,P050,mid,tablet,0.0356
IMP00002664,CAM0022,EV00017769,2025-12-29T15:49:10,P062,mid,mobile,0.0253
IMP00002665,CAM0011,EV00017749,2025-06-22T14:25:01,P021,mid,tablet,0.0276
IMP00002666,CAM0035,EV00003481,2025-02-05T15:14:42,P047,pre,mobile,0.0334
IMP00002667,CAM0056,EV00006279,2025-08-17T14:10:52,P024,pre,tablet,0.0205
IMP00002668,CAM0057,EV00017847,2025-10-19T16:35:42,P010,pre,tablet,0.0341
IMP00002669,CAM0030,EV00014477,2025-06-07T12:18:18,P059,pre,tablet,0.0415
IMP00002670,CAM0056,EV00013607,2025-07-23T23:26:26,P020,post,mobile,0.0205
IMP00002671,CAM0045,EV00001700,2025-04-09T15:48:18,P060,mid,mobile,0.0438
IMP00002672,CAM0057,EV00006683,2025-05-29T06:18:40,P009,pre,mobile,0.0288
IMP00002673,CAM0055,EV00012037,2025-09-20T19:53:01,P013,pre,tablet,0.0322
IMP00002674,CAM0040,EV00014597,2025-07-29T14:32:59,P038,pre,tablet,0.0348
IMP00002675,CAM0048,EV00006504,2025-08-21T12:27:50,P032,post,tablet,0.03
IMP00002676,CAM0003,EV00016801,2025-06-27T18:40:26,P033,pre,mobile,0.0244
IMP00002677,CAM0019,EV00008021,2025-08-22T11:15:47,P020,pre,mobile,0.0449
IMP00002678,CAM0023,EV00001991,2025-11-21T20:27:07,P031,mid,tablet,0.0439
IMP00002679,CAM0028,EV00009958,2025-07-02T10:01:57,P001,mid,tablet,0.0414
IMP00002680,CAM0038,EV00001741,2025-10-22T19:22:51,P023,pre,mobile,0.0444
IMP00002681,CAM0050,EV00019615,2025-04-22T19:12:56,P035,post,tablet,0.0251
IMP00002682,CAM0031,EV00015250,2025-11-01T22:19:58,P037,pre,mobile,0.0278
IMP00002683,CAM0010,EV00006940,2025-04-07T15:10:39,P014,post,tablet,0.0248
IMP00002684,CAM0039,EV00014758,2025-11-12T11:32:37,P036,pre,tablet,0.042
IMP00002685,CAM0010,EV00017173,2025-05-03T13:46:38,P029,mid,mobile,0.0202
IMP00002686,CAM0033,EV00004937,2025-03-03T21:38:26,P008,mid,tablet,0.0387
IMP00002687,CAM0010,EV00015710,2025-10-03T14:16:19,P026,mid,desktop,0.0435
IMP00002688,CAM0058,EV00005016,2025-08-09T07:49:17,P037,mid,desktop,0.0256
IMP00002689,CAM0034,EV00018924,2025-08-30T20:34:01,P050,mid,mobile,0.0384
IMP00002690,CAM0012,EV00015168,2025-12-03T14:37:41,P016,mid,mobile,0.0224
IMP00002691,CAM0037,EV00012262,2025-07-05T23:35:56,P015,pre,mobile,0.0238
IMP00002692,CAM0006,EV00014361,2025-03-26T17:29:53,P042,pre,tablet,0.0402
IMP00002693,CAM0002,EV00002346,2025-11-16T21:08:48,P022,mid,tablet,0.036
IMP00002694,CAM0006,EV00006424,2025-04-29T07:40:27,P018,post,mobile,0.0245
IMP00002695,CAM0003,EV00018832,2025-12-27T12:11:59,P009,mid,mobile,0.0448
IMP00002696,CAM0008,EV00007687,2025-03-24T15:21:11,P046,mid,streaming_stick,0.0293
IMP00002697,CAM0052,EV00017853,2025-03-27T14:01:39,P031,pre,smart_tv,0.0236
IMP00002698,CAM0018,EV00011306,2025-07-11T14:08:09,P044,mid,tablet,0.0436
IMP00002699,CAM0040,EV00007874,2025-04-04T14:09:42,P062,post,mobile,0.0419
IMP00002700,CAM0054,EV00000631,2025-05-29T15:06:07,P024,post,tablet,0.0336
IMP00002701,CAM0055,EV00018435,2025-09-25T17:28:06,P045,mid,desktop,0.0356
IMP00002702,CAM0004,EV00013010,2025-03-16T11:17:51,P015,mid,tablet,0.0295
IMP00002703,CAM0040,EV00014799,2025-01-19T09:02:11,P055,pre,tablet,0.04
IMP00002704,CAM0013,EV00007228,2025-05-24T12:15:27,P048,pre,smart_tv,0.0341
IMP00002705,CAM0028,EV00014222,2025-07-03T12:14:03,P001,post,streaming_stick,0.0442
IMP00002706,CAM0001,EV00018521,2025-04-07T12:54:12,P025,pre,mobile,0.0204
IMP00002707,CAM0049,EV00002594,2025-03-25T08:43:24,P049,pre,mobile,0.0431
IMP00002708,CAM0024,EV00017375,2025-04-09T14:05:12,P042,pre,tablet,0.0236
IMP00002709,CAM0005,EV00005775,2025-03-08T15:22:01,P033,mid,mobile,0.0398
IMP00002710,CAM0020,EV00006581,2025-01-23T13:00:27,P004,mid,tablet,0.0228
IMP00002711,CAM0006,EV00015700,2025-11-15T00:00:07,P058,mid,tablet,0.029
IMP00002712,CAM0012,EV00000463,2025-01-04T10:39:19,P046,pre,tablet,0.0369
IMP00002713,CAM0034,EV00015242,2025-01-25T10:24:31,P057,mid,tablet,0.0272
IMP00002714,CAM0020,EV00002730,2025-11-05T14:17:39,P050,pre,tablet,0.0267
IMP00002715,CAM0046,EV00019174,2025-05-16T20:18:06,P029,mid,mobile,0.025
IMP00002716,CAM0007,EV00004511,2025-10-04T14:39:51,P055,mid,tablet,0.0294
IMP00002717,CAM0040,EV00018162,2025-09-25T16:17:05,P025,post,tablet,0.0412
IMP00002718,CAM0044,EV00004320,2025-12-22T14:06:30,P048,pre,mobile,0.0395
IMP00002719,CAM0034,EV00015932,2025-10-20T16:58:21,P006,mid,mobile,0.044
IMP00002720,CAM0047,EV00014153,2025-09-11T15:23:51,P028,mid,mobile,0.0222
IMP00002721,CAM0056,EV00019298,2025-09-21T17:48:57,P040,post,mobile,0.0248
IMP00002722,CAM0040,EV00002581,2025-03-27T20:49:02,P021,mid,smart_tv,0.0329
IMP00002723,CAM0024,EV00007875,2025-12-03T16:54:29,P043,pre,desktop,0.0346
IMP00002724,CAM0046,EV00010156,2025-01-26T20:24:31,P026,pre,mobile,0.0219
IMP00002725,CAM0033,EV00014575,2025-11-21T21:31:59,P005,mid,mobile,0.0217
IMP00002726,CAM0025,EV00003283,2025-11-07T18:46:44,P052,mid,tablet,0.0327
IMP00002727,CAM0039,EV00010852,2025-02-16T17:09:29,P031,mid,mobile,0.0348
IMP00002728,CAM0052,EV00017660,2025-01-27T21:12:20,P039,mid,mobile,0.035
IMP00002729,CAM0026,EV00012290,2025-12-18T09:05:58,P035,pre,tablet,0.0201
IMP00002730,CAM0059,EV00006868,2025-04-14T15:14:58,P029,pre,mobile,0.024
IMP00002731,CAM0023,EV00012690,2025-07-28T15:22:01,P030,pre,mobile,0.0298
IMP00002732,CAM0034,EV00014267,2025-10-20T13:37:08,P016,pre,desktop,0.0351
IMP00002733,CAM0047,EV00013170,2025-06-23T07:02:29,P023,post,tablet,0.0404
IMP00002734,CAM0024,EV00012721,2025-11-13T15:41:53,P034,mid,mobile,0.0274
IMP00002735,CAM0012,EV00008393,2025-08-25T15:00:51,P030,mid,streaming_stick,0.0311
IMP00002736,CAM0013,EV00000418,2025-05-05T07:59:42,P036,mid,mobile,0.0413
IMP00002737,CAM0028,EV00012304,2025-06-17T13:04:13,P059,mid,desktop,0.0426
IMP00002738,CAM0054,EV00003826,2025-09-29T06:54:51,P018,pre,tablet,0.0291
IMP00002739,CAM0024,EV00003604,2025-06-27T14:46:34,P045,pre,tablet,0.0213
IMP00002740,CAM0014,EV00006586,2025-09-04T21:42:14,P046,mid,mobile,0.0366
IMP00002741,CAM0042,EV00017474,2025-10-05T17:17:46,P013,pre,desktop,0.0234
IMP00002742,CAM0015,EV00015212,2025-07-02T09:35:47,P006,pre,tablet,0.0291
IMP00002743,CAM0035,EV00003737,2025-10-06T12:45:39,P021,pre,mobile,0.038
IMP00002744,CAM0045,EV00007158,2025-10-02T17:52:18,P002,post,tablet,0.0398
IMP00002745,CAM0006,EV00005747,2025-06-13T00:50:37,P057,post,mobile,0.0215
IMP00002746,CAM0021,EV00009682,2025-05-15T10:24:21,P023,mid,streaming_stick,0.0261
IMP00002747,CAM0026,EV00002508,2025-05-20T19:28:56,P039,post,tablet,0.0298
IMP00002748,CAM0030,EV00001895,2025-01-09T23:42:51,P036,pre,desktop,0.0223
IMP00002749,CAM0054,EV00004139,2025-12-05T13:28:35,P051,pre,tablet,0.032
IMP00002750,CAM0019,EV00011041,2025-11-26T10:08:20,P037,mid,tablet,0.032
IMP00002751,CAM0015,EV00019472,2025-01-24T21:46:16,P004,mid,tablet,0.0298
IMP00002752,CAM0022,EV00016754,2025-05-14T14:53:35,P018,pre,tablet,0.0317
IMP00002753,CAM0009,EV00000620,2025-04-27T21:52:33,P058,post,tablet,0.0347
IMP00002754,CAM0040,EV00001470,2025-10-15T20:00:07,P036,mid,tablet,0.0268
IMP00002755,CAM0037,EV00019762,2025-12-11T10:34:27,P061,mid,tablet,0.0201
IMP00002756,CAM0042,EV00005936,2025-02-13T16:52:39,P052,mid,tablet,0.0354
IMP00002757,CAM0009,EV00009102,2025-06-18T09:20:51,P046,pre,tablet,0.043
IMP00002758,CAM0009,EV00008489,2025-11-05T11:58:44,P044,mid,smart_tv,0.036
IMP00002759,CAM0006,EV00017927,2025-12-10T15:43:55,P034,mid,tablet,0.0363
IMP00002760,CAM0051,EV00013801,2025-03-12T13:28:35,P026,pre,tablet,0.0216
IMP00002761,CAM0029,EV00010389,2025-01-11T16:30:24,P006,mid,mobile,0.0351
IMP00002762,CAM0012,EV00015612,2025-12-26T15:35:25,P008,mid,tablet,0.0348
IMP00002763,CAM0053,EV00002997,2025-07-24T08:11:37,P014,pre,tablet,0.0247
IMP00002764,CAM0017,EV00012790,2025-02-16T14:24:26,P025,mid,tablet,0.0439
IMP00002765,CAM0003,EV00002394,2025-10-06T18:22:20,P025,mid,tablet,0.027
IMP00002766,CAM0002,EV00010845,2025-05-26T08:14:45,P047,pre,tablet,0.0364
IMP00002767,CAM0012,EV00016001,2025-01-21T15:29:04,P003,pre,smart_tv,0.0247
IMP00002768,CAM0009,EV00019872,2025-04-27T19:54:44,P017,post,smart_tv,0.0259
IMP00002769,CAM0009,EV00008494,2025-04-01T20:37:26,P001,mid,tablet,0.0206
IMP00002770,CAM0034,EV00013484,2025-04-18T11:37:51,P005,mid,streaming_stick,0.0335
IMP00002771,CAM0021,EV00002898,2025-04-12T08:32:08,P055,mid,tablet,0.0402
IMP00002772,CAM0007,EV00007475,2025-09-05T09:45:21,P050,pre,streaming_stick,0.0322
IMP00002773,CAM0007,EV00001655,2025-03-20T08:49:17,P062,pre,tablet,0.0406
IMP00002774,CAM0057,EV00017945,2025-10-06T12:47:49,P043,pre,mobile,0.0247
IMP00002775,CAM0022,EV00007099,2025-09-02T17:52:22,P034,pre,mobile,0.0221
IMP00002776,CAM0028,EV00014788,2025-06-24T16:47:37,P058,mid,tablet,0.0261
IMP00002777,CAM0053,EV00014768,2025-07-24T17:00:21,P021,mid,smart_tv,0.0345
IMP00002778,CAM0045,EV00005512,2025-10-15T19:31:42,P026,pre,tablet,0.0387
IMP00002779,CAM0011,EV00018061,2025-04-19T23:01:52,P044,pre,mobile,0.0346
IMP00002780,CAM0023,EV00006625,2025-09-12T15:01:58,P034,pre,tablet,0.0394
IMP00002781,CAM0010,EV00016035,2025-08-22T16:22:41,P045,mid,mobile,0.0275
IMP00002782,CAM0024,EV00014355,2025-04-29T12:19:13,P004,pre,streaming_stick,0.0238
IMP00002783,CAM0049,EV00004574,2025-08-16T18:44:35,P057,pre,desktop,0.0257
IMP00002784,CAM0037,EV00011240,2025-07-04T18:34:38,P019,mid,smart_tv,0.0338
IMP00002785,CAM0002,EV00014898,2025-08-28T14:31:23,P007,pre,mobile,0.0259
IMP00002786,CAM0018,EV00011007,2025-02-02T17:24:30,P027,mid,tablet,0.0208
IMP00002787,CAM0035,EV00013420,2025-08-16T11:59:39,P012,mid,tablet,0.0416
IMP00002788,CAM0040,EV00011984,2025-04-25T21:38:21,P051,pre,tablet,0.0368
IMP00002789,CAM0016,EV00013659,2025-01-04T22:34:55,P036,post,mobile,0.0445
IMP00002790,CAM0013,EV00014687,2025-05-12T20:17:40,P025,mid,mobile,0.0337
IMP00002791,CAM0021,EV00017187,2025-04-04T12:20:53,P030,mid,desktop,0.0401
IMP00002792,CAM0007,EV00012852,2025-04-07T16:12:04,P016,pre,tablet,0.04
IMP00002793,CAM0003,EV00016876,2025-01-24T13:30:39,P023,mid,streaming_stick,0.0258
IMP00002794,CAM0016,EV00018520,2025-02-06T17:05:41,P043,pre,mobile,0.0214
IMP00002795,CAM0051,EV00014657,2025-04-25T21:51:47,P051,pre,desktop,0.0413
IMP00002796,CAM0014,EV00015831,2025-11-08T16:40:12,P040,mid,tablet,0.0262
IMP00002797,CAM0036,EV00000161,2025-10-17T13:08:39,P040,pre,tablet,0.04
IMP00002798,CAM0039,EV00007323,2025-03-11T15:58:49,P044,pre,mobile,0.034
IMP00002799,CAM0054,EV00012320,2025-04-11T11:30:30,P015,mid,mobile,0.0281
IMP00002800,CAM0044,EV00003867,2025-02-03T06:21:56,P056,pre,smart_tv,0.0367
IMP00002801,CAM0053,EV00001682,2025-02-09T15:11:39,P024,pre,mobile,0.0289
IMP00002802,CAM0041,EV00000695,2025-02-05T19:29:03,P045,pre,streaming_stick,0.0252
IMP00002803,CAM0044,EV00019925,2025-04-09T06:33:38,P005,pre,tablet,0.0249
IMP00002804,CAM0041,EV00003992,2025-01-11T09:45:07,P040,mid,smart_tv,0.0395
IMP00002805,CAM0032,EV00000558,2025-01-01T18:20:38,P052,mid,tablet,0.0378
IMP00002806,CAM0057,EV00010959,2025-03-25T20:31:08,P029,pre,tablet,0.0348
IMP00002807,CAM0035,EV00010595,2025-03-07T23:55:44,P054,pre,tablet,0.0281
IMP00002808,CAM0046,EV00012586,2025-09-04T17:43:42,P027,pre,tablet,0.0219
IMP00002809,CAM0045,EV00001228,2025-10-26T13:33:06,P047,post,tablet,0.0387
IMP00002810,CAM0015,EV00019500,2025-03-16T16:43:44,P050,mid,smart_tv,0.0402
IMP00002811,CAM0046,EV00016094,2025-05-22T20:59:43,P043,post,tablet,0.0375
IMP00002812,CAM0024,EV00005353,2025-04-21T18:46:42,P018,pre,mobile,0.0262
IMP00002813,CAM0055,EV00006264,2025-05-31T17:25:31,P038,pre,mobile,0.041
IMP00002814,CAM0018,EV00002798,2025-05-04T22:06:51,P040,mid,mobile,0.0227
IMP00002815,CAM0014,EV00010364,2025-07-07T13:48:17,P047,pre,streaming_stick,0.0448
IMP00002816,CAM0023,EV00017136,2025-10-13T19:52:50,P060,mid,tablet,0.023
IMP00002817,CAM0024,EV00016277,2025-10-08T12:00:28,P053,pre,desktop,0.0402
IMP00002818,CAM0033,EV00007394,2025-01-05T23:02:53,P022,pre,streaming_stick,0.0251
IMP00002819,CAM0017,EV00012471,2025-12-30T14:30:30,P011,mid,tablet,0.0237
IMP00002820,CAM0028,EV00017870,2025-12-15T15:07:47,P059,pre,tablet,0.0246
IMP00002821,CAM0041,EV00018868,2025-04-29T18:09:54,P028,mid,tablet,0.0227
IMP00002822,CAM0027,EV00017722,2025-03-04T16:20:33,P003,mid,streaming_stick,0.025
IMP00002823,CAM0031,EV00004224,2025-08-03T12:40:17,P009,pre,streaming_stick,0.0269
IMP00002824,CAM0058,EV00019096,2025-10-08T18:52:30,P037,mid,mobile,0.0275
IMP00002825,CAM0031,EV00017809,2025-01-27T17:20:39,P001,post,smart_tv,0.0418
IMP00002826,CAM0026,EV00009969,2025-08-19T17:27:16,P023,pre,desktop,0.0358
IMP00002827,CAM0049,EV00000766,2025-12-07T15:01:19,P050,pre,mobile,0.0391
IMP00002828,CAM0053,EV00004956,2025-03-08T14:11:27,P011,pre,mobile,0.04
IMP00002829,CAM0044,EV00017915,2025-12-20T12:48:30,P030,mid,mobile,0.0395
IMP00002830,CAM0029,EV00002182,2025-07-18T12:46:36,P013,mid,mobile,0.0295
IMP00002831,CAM0009,EV00018459,2025-09-06T06:49:39,P019,pre,tablet,0.0302
IMP00002832,CAM0028,EV00002106,2025-04-18T19:07:18,P048,pre,tablet,0.0406
IMP00002833,CAM0003,EV00012411,2025-08-28T10:15:47,P022,mid,mobile,0.0406
IMP00002834,CAM0014,EV00014672,2025-12-29T15:56:46,P043,mid,streaming_stick,0.0399
IMP00002835,CAM0043,EV00012754,2025-07-31T16:04:09,P054,post,tablet,0.0433
IMP00002836,CAM0017,EV00008826,2025-08-05T15:53:39,P020,mid,mobile,0.0387
IMP00002837,CAM0029,EV00001452,2025-09-20T21:12:33,P031,pre,tablet,0.0317
IMP00002838,CAM0007,EV00014255,2025-03-03T10:43:42,P022,pre,tablet,0.0214
IMP00002839,CAM0045,EV00013883,2025-09-15T15:49:41,P028,pre,desktop,0.0434
IMP00002840,CAM0043,EV00018774,2025-09-16T16:31:12,P012,pre,mobile,0.0249
