spot_id,campaign_id,broadcast_date,airing_time,channel_id,daypart,duration_sec,booked_impressions_thousands,delivered_impressions_thousands,rate_card_cpm_gbp,actual_revenue_gbp
LSP002029,CAM0032,2025-07-25,2025-07-25T12:30:00,MOVIES,daytime,30,491.0,473.94,6.09,2.89
LSP002030,CAM0012,2025-11-01,2025-11-01T21:17:00,MAIN,peak,30,202.36,204.34,32.36,6.61
LSP002031,CAM0038,2025-03-09,2025-03-09T12:28:00,MAIN,daytime,40,221.81,217.06,8.4,1.82
LSP002032,CAM0028,2025-05-21,2025-05-21T20:09:00,CATCHUP,peak,40,738.36,714.9,33.77,24.14
LSP002033,CAM0045,2025-01-14,2025-01-14T23:27:00,MAIN,post-peak,30,656.49,630.47,18.74,11.82
LSP002034,CAM0043,2025-09-30,2025-09-30T23:20:00,EXTRA,post-peak,30,95.81,92.79,16.83,1.56
LSP002035,CAM0015,2025-06-19,2025-06-19T16:20:00,MAIN,daytime,30,207.41,200.78,9.84,1.98
LSP002036,CAM0020,2025-05-02,2025-05-02T20:03:00,CATCHUP,peak,60,381.21,380.02,23.82,9.05
LSP002037,CAM0030,2025-11-06,2025-11-06T23:23:00,FACTUAL,post-peak,60,148.47,148.49,15.89,2.36
LSP002038,CAM0053,2025-05-11,2025-05-11T20:43:00,FACTUAL,peak,40,748.83,754.26,31.57,23.81
LSP002039,CAM0001,2025-06-04,2025-06-04T21:30:00,MOVIES,peak,10,373.57,383.42,24.58,9.42
LSP002040,CAM0014,2025-05-01,2025-05-01T21:37:00,CATCHUP,peak,30,372.5,383.6,34.26,13.14
LSP002041,CAM0011,2025-06-24,2025-06-24T18:34:00,FACTUAL,pre-peak,30,256.2,252.79,23.03,5.82
LSP002042,CAM0051,2025-07-03,2025-07-03T21:33:00,EXTRA,peak,60,604.11,617.39,31.09,19.19
LSP002043,CAM0046,2025-09-02,2025-09-02T10:50:00,EXTRA,daytime,10,604.74,603.88,9.95,6.01
LSP002044,CAM0050,2025-03-28,2025-03-28T18:59:00,EXTRA,pre-peak,60,635.1,647.15,18.8,12.17
LSP002045,CAM0038,2025-07-20,2025-07-20T12:10:00,EXTRA,daytime,20,702.18,509.44,7.1,3.62
LSP002046,CAM0047,2025-12-06,2025-12-06T23:25:00,EXTRA,post-peak,60,712.19,693.51,17.29,11.99
LSP002047,CAM0038,2025-05-09,2025-05-09T21:41:00,MAIN,peak,10,688.31,669.73,33.99,22.76
LSP002048,CAM0006,2025-05-28,2025-05-28T20:11:00,CATCHUP,peak,10,641.05,649.01,27.13,17.61
LSP002049,CAM0054,2025-12-22,2025-12-22T18:08:00,MOVIES,pre-peak,30,50.19,51.76,26.28,1.36
LSP002050,CAM0004,2025-10-25,2025-10-25T18:12:00,EXTRA,pre-peak,10,407.91,392.88,25.17,9.89
LSP002051,CAM0040,2025-02-08,2025-02-08T08:48:00,MAIN,breakfast,30,214.7,209.56,12.33,2.58
LSP002052,CAM0009,2025-03-24,2025-03-24T16:29:00,MAIN,daytime,10,762.23,783.71,10.17,7.97
LSP002053,CAM0027,2025-01-11,2025-01-11T23:09:00,MOVIES,post-peak,30,544.31,534.77,14.89,7.96
LSP002054,CAM0044,2025-08-03,2025-08-03T21:03:00,MOVIES,peak,30,702.73,686.9,28.83,19.8
LSP002055,CAM0023,2025-01-06,2025-01-06T07:20:00,EXTRA,breakfast,30,180.1,174.19,13.78,2.4
LSP002056,CAM0043,2025-03-17,2025-03-17T21:43:00,MAIN,peak,20,787.28,805.32,23.49,18.92
LSP002057,CAM0042,2025-11-13,2025-11-13T14:45:00,MAIN,daytime,30,274.75,279.48,8.33,2.33
LSP002058,CAM0018,2025-05-28,2025-05-28T10:47:00,EXTRA,daytime,30,184.01,189.82,9.14,1.73
LSP002059,CAM0031,2025-08-04,2025-08-04T23:48:00,MAIN,post-peak,30,693.99,680.17,16.34,11.11
LSP002060,CAM0040,2025-01-24,2025-01-24T21:56:00,MOVIES,peak,60,102.1,100.79,28.65,2.89
LSP002061,CAM0029,2025-01-11,2025-01-11T23:53:00,MOVIES,post-peak,30,511.62,503.43,15.46,7.78
LSP002062,CAM0057,2025-03-28,2025-03-28T14:14:00,MOVIES,daytime,30,249.96,255.33,7.01,1.79
LSP002063,CAM0018,2025-06-26,2025-06-26T18:21:00,EXTRA,pre-peak,30,667.94,665.2,25.61,17.04
LSP002064,CAM0001,2025-03-26,2025-03-26T16:18:00,CATCHUP,daytime,30,609.02,621.74,8.51,5.29
LSP002065,CAM0037,2025-01-22,2025-01-22T14:29:00,EXTRA,daytime,20,436.79,428.62,9.92,4.25
LSP002066,CAM0001,2025-11-01,2025-11-01T16:32:00,FACTUAL,daytime,40,714.23,739.58,7.05,5.21
LSP002067,CAM0026,2025-05-23,2025-05-23T14:49:00,CATCHUP,daytime,30,62.0,62.4,7.32,0.46
LSP002068,CAM0035,2025-02-09,2025-02-09T14:27:00,MAIN,daytime,30,416.55,413.57,6.56,2.71
LSP002069,CAM0015,2025-08-22,2025-08-22T20:58:00,CATCHUP,peak,30,256.86,254.73,26.88,6.85
LSP002070,CAM0035,2025-08-20,2025-08-20T21:54:00,FACTUAL,peak,30,242.31,241.68,30.83,7.45
LSP002071,CAM0025,2025-04-30,2025-04-30T18:59:00,MAIN,pre-peak,30,544.34,526.36,21.73,11.44
LSP002072,CAM0034,2025-11-08,2025-11-08T20:03:00,EXTRA,peak,30,406.53,409.03,23.43,9.58
LSP002073,CAM0050,2025-09-22,2025-09-22T16:02:00,MOVIES,daytime,40,680.94,654.82,11.86,7.77
LSP002074,CAM0024,2025-07-30,2025-07-30T21:27:00,MAIN,peak,30,724.57,709.96,25.47,18.08
LSP002075,CAM0028,2025-10-31,2025-10-31T20:13:00,MAIN,peak,30,412.29,402.76,32.63,13.14
LSP002076,CAM0031,2025-12-25,2025-12-25T21:57:00,MAIN,peak,30,749.76,730.77,27.33,19.97
LSP002077,CAM0055,2025-09-01,2025-09-01T23:41:00,FACTUAL,post-peak,60,110.96,91.3,18.06,1.65
LSP002078,CAM0033,2025-08-09,2025-08-09T16:32:00,FACTUAL,daytime,40,498.35,493.85,10.51,5.19
LSP002079,CAM0037,2025-08-01,2025-08-01T12:43:00,EXTRA,daytime,40,436.28,448.42,10.54,4.73
LSP002080,CAM0026,2025-01-13,2025-01-13T21:20:00,FACTUAL,peak,60,66.43,65.38,23.79,1.56
LSP002081,CAM0054,2025-03-02,2025-03-02T21:03:00,FACTUAL,peak,40,692.34,703.43,23.01,16.19
LSP002082,CAM0056,2025-07-25,2025-07-25T21:28:00,MAIN,peak,30,343.07,331.03,22.91,7.58
LSP002083,CAM0049,2025-03-25,2025-03-25T20:43:00,MAIN,peak,30,193.74,195.0,31.97,6.23
LSP002084,CAM0033,2025-11-12,2025-11-12T08:36:00,CATCHUP,breakfast,20,417.9,415.18,10.26,4.26
LSP002085,CAM0057,2025-04-15,2025-04-15T21:14:00,MOVIES,peak,10,393.16,377.62,27.5,10.38
LSP002086,CAM0054,2025-06-07,2025-06-07T20:10:00,MOVIES,peak,30,268.95,234.61,29.69,6.97
LSP002087,CAM0044,2025-12-07,2025-12-07T14:56:00,MAIN,daytime,40,628.31,618.38,11.94,7.38
LSP002088,CAM0039,2025-12-21,2025-12-21T07:18:00,FACTUAL,breakfast,60,474.19,472.28,14.96,7.07
LSP002089,CAM0039,2025-04-02,2025-04-02T08:21:00,CATCHUP,breakfast,30,192.39,200.03,11.71,2.34
LSP002090,CAM0018,2025-04-29,2025-04-29T20:32:00,FACTUAL,peak,40,639.76,649.86,32.18,20.91
LSP002091,CAM0045,2025-12-14,2025-12-14T21:04:00,MOVIES,peak,40,454.08,454.15,34.06,15.47
LSP002092,CAM0025,2025-11-21,2025-11-21T18:41:00,FACTUAL,pre-peak,40,216.35,222.98,23.28,5.19
LSP002093,CAM0056,2025-01-27,2025-01-27T10:41:00,FACTUAL,daytime,60,485.69,471.78,11.1,5.24
LSP002094,CAM0033,2025-02-17,2025-02-17T16:12:00,MOVIES,daytime,60,84.79,87.75,11.86,1.04
LSP002095,CAM0027,2025-11-19,2025-11-19T16:28:00,MAIN,daytime,20,73.32,70.57,9.84,0.69
LSP002096,CAM0056,2025-02-03,2025-02-03T18:25:00,EXTRA,pre-peak,30,174.2,174.9,24.51,4.29
LSP002097,CAM0050,2025-06-01,2025-06-01T21:53:00,CATCHUP,peak,30,614.2,555.33,27.95,15.52
LSP002098,CAM0034,2025-09-17,2025-09-17T20:21:00,CATCHUP,peak,20,531.19,521.65,22.98,11.99
LSP002099,CAM0035,2025-01-02,2025-01-02T18:37:00,MAIN,pre-peak,40,499.88,514.22,19.71,10.14
LSP002100,CAM0031,2025-07-27,2025-07-27T18:00:00,CATCHUP,pre-peak,10,447.79,438.48,19.2,8.42
LSP002101,CAM0004,2025-11-22,2025-11-22T21:11:00,MOVIES,peak,20,554.39,544.66,24.84,13.53
LSP002102,CAM0052,2025-11-01,2025-11-01T18:41:00,EXTRA,pre-peak,40,239.81,243.27,26.75,6.51
LSP002103,CAM0058,2025-01-04,2025-01-04T08:00:00,FACTUAL,breakfast,60,546.44,537.62,12.6,6.77
LSP002104,CAM0024,2025-04-21,2025-04-21T18:01:00,CATCHUP,pre-peak,10,754.09,737.37,21.64,15.96
LSP002105,CAM0001,2025-04-04,2025-04-04T20:17:00,CATCHUP,peak,30,353.8,359.58,25.25,9.08
LSP002106,CAM0025,2025-11-29,2025-11-29T21:00:00,EXTRA,peak,60,270.23,262.3,31.94,8.38
LSP002107,CAM0045,2025-06-07,2025-06-07T08:22:00,EXTRA,breakfast,40,623.07,635.73,12.9,8.2
LSP002108,CAM0053,2025-08-14,2025-08-14T21:49:00,FACTUAL,peak,40,62.2,61.7,31.12,1.92
LSP002109,CAM0054,2025-09-19,2025-09-19T20:07:00,FACTUAL,peak,60,587.64,587.57,28.73,16.88
LSP002110,CAM0018,2025-12-31,2025-12-31T18:09:00,EXTRA,pre-peak,20,223.12,177.78,22.64,4.02
LSP002111,CAM0050,2025-11-16,2025-11-16T23:26:00,FACTUAL,post-peak,30,105.27,103.67,20.53,2.13
LSP002112,CAM0059,2025-12-08,2025-12-08T23:08:00,MAIN,post-peak,30,189.5,184.72,21.69,4.01
LSP002113,CAM0037,2025-11-14,2025-11-14T10:24:00,MOVIES,daytime,30,104.5,108.11,9.5,1.03
LSP002114,CAM0012,2025-04-07,2025-04-07T23:24:00,CATCHUP,post-peak,30,731.51,740.72,15.23,11.28
LSP002115,CAM0059,2025-11-05,2025-11-05T21:46:00,CATCHUP,peak,20,211.5,215.47,33.25,7.16
LSP002116,CAM0026,2025-10-12,2025-10-12T20:45:00,MOVIES,peak,30,508.19,519.61,22.16,11.51
LSP002117,CAM0008,2025-05-07,2025-05-07T14:11:00,MAIN,daytime,30,760.65,784.7,10.88,8.54
LSP002118,CAM0007,2025-06-17,2025-06-17T12:33:00,EXTRA,daytime,60,499.62,484.67,6.06,2.94
LSP002119,CAM0001,2025-02-04,2025-02-04T14:03:00,MOVIES,daytime,30,160.1,163.26,6.4,1.04
LSP002120,CAM0051,2025-06-06,2025-06-06T21:42:00,EXTRA,peak,60,75.32,77.95,22.92,1.79
LSP002121,CAM0020,2025-03-02,2025-03-02T07:33:00,CATCHUP,breakfast,30,291.05,299.05,11.29,3.38
LSP002122,CAM0003,2025-10-30,2025-10-30T20:27:00,FACTUAL,peak,60,553.52,564.25,30.67,17.31
LSP002123,CAM0045,2025-03-11,2025-03-11T16:00:00,FACTUAL,daytime,30,777.22,749.59,7.1,5.32
LSP002124,CAM0022,2025-04-29,2025-04-29T07:59:00,MOVIES,breakfast,30,371.08,359.27,14.6,5.25
LSP002125,CAM0036,2025-11-14,2025-11-14T18:58:00,CATCHUP,pre-peak,60,632.59,656.83,18.34,12.05
LSP002126,CAM0055,2025-07-09,2025-07-09T18:08:00,MAIN,pre-peak,10,405.39,409.54,18.03,7.38
LSP002127,CAM0040,2025-07-29,2025-07-29T18:59:00,CATCHUP,pre-peak,30,478.9,465.6,25.64,11.94
LSP002128,CAM0059,2025-11-25,2025-11-25T23:18:00,MAIN,post-peak,30,235.93,235.76,14.96,3.53
LSP002129,CAM0011,2025-06-12,2025-06-12T14:04:00,EXTRA,daytime,30,545.36,541.2,6.08,3.29
LSP002130,CAM0032,2025-09-08,2025-09-08T20:41:00,EXTRA,peak,10,422.25,407.46,27.45,11.18
LSP002131,CAM0049,2025-10-22,2025-10-22T21:11:00,MAIN,peak,20,571.26,582.42,29.59,17.23
LSP002132,CAM0047,2025-02-06,2025-02-06T20:33:00,MOVIES,peak,20,207.48,160.09,24.39,3.9
LSP002133,CAM0019,2025-06-08,2025-06-08T14:28:00,FACTUAL,daytime,30,506.7,506.43,6.15,3.11
LSP002134,CAM0048,2025-10-01,2025-10-01T18:08:00,EXTRA,pre-peak,30,789.83,814.15,24.92,20.29
LSP002135,CAM0031,2025-07-31,2025-07-31T16:49:00,CATCHUP,daytime,10,639.82,664.26,10.13,6.73
LSP002136,CAM0055,2025-07-02,2025-07-02T10:44:00,EXTRA,daytime,40,174.84,172.7,7.61,1.31
LSP002137,CAM0025,2025-04-09,2025-04-09T23:02:00,CATCHUP,post-peak,60,105.03,105.1,16.75,1.76
LSP002138,CAM0035,2025-02-10,2025-02-10T21:51:00,MAIN,peak,30,721.4,708.2,32.41,22.95
LSP002139,CAM0026,2025-12-09,2025-12-09T18:38:00,MAIN,pre-peak,30,85.17,84.98,18.51,1.57
LSP002140,CAM0001,2025-10-28,2025-10-28T14:53:00,MAIN,daytime,40,283.61,274.93,7.66,2.11
LSP002141,CAM0002,2025-05-08,2025-05-08T20:50:00,CATCHUP,peak,20,183.66,176.67,24.72,4.37
LSP002142,CAM0025,2025-07-21,2025-07-21T21:49:00,MAIN,peak,20,435.31,436.84,27.19,11.88
LSP002143,CAM0018,2025-11-18,2025-11-18T23:47:00,MAIN,post-peak,40,383.61,372.92,16.57,6.18
LSP002144,CAM0039,2025-12-24,2025-12-24T16:57:00,MOVIES,daytime,30,569.04,555.69,7.22,4.01
LSP002145,CAM0016,2025-06-25,2025-06-25T21:08:00,EXTRA,peak,10,749.41,747.52,25.43,19.01
LSP002146,CAM0002,2025-09-15,2025-09-15T23:57:00,MAIN,post-peak,60,626.47,603.54,19.76,11.93
LSP002147,CAM0039,2025-10-13,2025-10-13T20:02:00,CATCHUP,peak,20,80.77,78.3,31.09,2.43
LSP002148,CAM0006,2025-10-04,2025-10-04T21:52:00,FACTUAL,peak,60,216.77,219.9,33.84,7.44
LSP002149,CAM0052,2025-07-19,2025-07-19T18:06:00,FACTUAL,pre-peak,30,256.76,247.46,19.63,4.86
LSP002150,CAM0026,2025-05-04,2025-05-04T12:07:00,MAIN,daytime,30,542.15,508.87,10.79,5.49
LSP002151,CAM0044,2025-03-23,2025-03-23T10:20:00,EXTRA,daytime,30,728.74,727.34,11.71,8.52
LSP002152,CAM0024,2025-12-31,2025-12-31T14:30:00,MAIN,daytime,60,448.87,458.66,11.51,5.28
LSP002153,CAM0058,2025-04-11,2025-04-11T08:48:00,MAIN,breakfast,30,342.8,346.02,10.37,3.59
LSP002154,CAM0016,2025-10-23,2025-10-23T14:56:00,MOVIES,daytime,60,340.61,350.77,7.08,2.48
LSP002155,CAM0021,2025-12-26,2025-12-26T21:24:00,MAIN,peak,30,224.07,197.13,22.96,4.53
LSP002156,CAM0035,2025-06-04,2025-06-04T07:23:00,MOVIES,breakfast,60,466.64,456.04,10.72,4.89
LSP002157,CAM0026,2025-01-25,2025-01-25T16:52:00,MAIN,daytime,30,227.38,222.63,10.98,2.44
LSP002158,CAM0024,2025-01-23,2025-01-23T10:33:00,MAIN,daytime,40,524.97,504.31,9.27,4.67
LSP002159,CAM0008,2025-01-06,2025-01-06T21:37:00,MAIN,peak,30,138.7,142.09,25.08,3.56
LSP002160,CAM0002,2025-03-15,2025-03-15T18:01:00,CATCHUP,pre-peak,30,304.22,310.73,22.6,7.02
LSP002161,CAM0024,2025-10-19,2025-10-19T18:38:00,FACTUAL,pre-peak,20,693.1,711.09,27.69,19.69
LSP002162,CAM0003,2025-01-26,2025-01-26T20:34:00,MOVIES,peak,10,149.79,147.98,32.59,4.82
LSP002163,CAM0032,2025-06-01,2025-06-01T20:16:00,FACTUAL,peak,40,492.9,485.76,31.71,15.4
LSP002164,CAM0039,2025-05-25,2025-05-25T21:59:00,FACTUAL,peak,20,435.35,418.5,29.29,12.26
LSP002165,CAM0046,2025-10-08,2025-10-08T20:22:00,FACTUAL,peak,30,208.52,214.28,31.91,6.84
LSP002166,CAM0026,2025-07-27,2025-07-27T12:10:00,CATCHUP,daytime,60,564.37,564.07,8.97,5.06
LSP002167,CAM0021,2025-12-25,2025-12-25T18:00:00,EXTRA,pre-peak,60,356.29,365.99,21.1,7.72
LSP002168,CAM0028,2025-01-16,2025-01-16T18:18:00,MOVIES,pre-peak,60,530.26,547.3,22.06,12.07
LSP002169,CAM0009,2025-04-11,2025-04-11T16:04:00,FACTUAL,daytime,30,323.87,335.66,10.09,3.39
LSP002170,CAM0005,2025-08-14,2025-08-14T14:46:00,MAIN,daytime,30,422.79,420.19,8.08,3.4
LSP002171,CAM0029,2025-10-20,2025-10-20T08:08:00,EXTRA,breakfast,30,276.67,278.68,10.15,2.83
LSP002172,CAM0037,2025-05-16,2025-05-16T08:24:00,FACTUAL,breakfast,40,609.0,617.77,10.24,6.33
LSP002173,CAM0059,2025-08-28,2025-08-28T20:20:00,MOVIES,peak,10,479.5,489.41,34.12,16.7
LSP002174,CAM0041,2025-10-22,2025-10-22T20:27:00,FACTUAL,peak,60,588.88,585.57,27.05,15.84
LSP002175,CAM0008,2025-10-11,2025-10-11T14:56:00,FACTUAL,daytime,40,505.45,512.35,8.76,4.49
LSP002176,CAM0036,2025-01-04,2025-01-04T18:29:00,MAIN,pre-peak,60,189.3,193.03,22.78,4.4
LSP002177,CAM0031,2025-02-15,2025-02-15T20:15:00,MAIN,peak,60,531.79,517.49,29.85,15.45
LSP002178,CAM0028,2025-09-08,2025-09-08T14:12:00,EXTRA,daytime,40,579.85,566.52,10.1,5.72
LSP002179,CAM0014,2025-10-17,2025-10-17T23:25:00,FACTUAL,post-peak,30,79.94,82.64,16.58,1.37
LSP002180,CAM0049,2025-03-25,2025-03-25T21:59:00,MOVIES,peak,30,512.98,500.13,24.15,12.08
LSP002181,CAM0031,2025-05-02,2025-05-02T20:45:00,EXTRA,peak,20,590.7,597.87,22.61,13.52
LSP002182,CAM0016,2025-12-18,2025-12-18T12:36:00,MAIN,daytime,30,566.55,454.14,7.13,3.24
LSP002183,CAM0049,2025-03-31,2025-03-31T20:18:00,EXTRA,peak,20,771.15,744.66,29.68,22.1
LSP002184,CAM0010,2025-11-08,2025-11-08T07:43:00,MOVIES,breakfast,30,664.91,655.77,9.88,6.48
LSP002185,CAM0022,2025-03-06,2025-03-06T23:03:00,MOVIES,post-peak,30,377.31,381.0,15.61,5.95
LSP002186,CAM0015,2025-03-05,2025-03-05T07:45:00,MOVIES,breakfast,60,263.26,266.91,9.29,2.48
LSP002187,CAM0049,2025-08-10,2025-08-10T23:46:00,EXTRA,post-peak,20,419.57,410.12,21.51,8.82
LSP002188,CAM0027,2025-09-17,2025-09-17T21:02:00,MOVIES,peak,30,746.43,718.26,32.43,23.29
LSP002189,CAM0001,2025-04-17,2025-04-17T20:03:00,EXTRA,peak,30,648.18,638.49,30.11,19.22
LSP002190,CAM0051,2025-06-05,2025-06-05T10:18:00,MAIN,daytime,40,668.07,683.63,7.79,5.33
LSP002191,CAM0004,2025-03-09,2025-03-09T23:17:00,MAIN,post-peak,40,536.0,548.07,16.93,9.28
LSP002192,CAM0011,2025-08-08,2025-08-08T18:08:00,FACTUAL,pre-peak,30,744.5,740.31,19.6,14.51
LSP002193,CAM0054,2025-01-21,2025-01-21T14:25:00,EXTRA,daytime,60,431.27,435.9,10.76,4.69
LSP002194,CAM0026,2025-05-15,2025-05-15T23:46:00,MAIN,post-peak,30,480.26,483.91,19.17,9.28
LSP002195,CAM0014,2025-02-23,2025-02-23T20:13:00,CATCHUP,peak,40,627.56,640.04,32.9,21.06
LSP002196,CAM0046,2025-05-23,2025-05-23T21:38:00,MAIN,peak,30,499.06,496.16,29.66,14.72
LSP002197,CAM0040,2025-06-11,2025-06-11T21:00:00,FACTUAL,peak,30,576.65,560.18,27.42,15.36
LSP002198,CAM0056,2025-08-12,2025-08-12T16:08:00,EXTRA,daytime,40,216.82,223.64,6.61,1.48
LSP002199,CAM0007,2025-03-22,2025-03-22T21:37:00,CATCHUP,peak,60,538.19,555.85,26.28,14.61
LSP002200,CAM0019,2025-10-15,2025-10-15T23:14:00,FACTUAL,post-peak,10,53.06,53.85,17.5,0.94
LSP002201,CAM0045,2025-03-25,2025-03-25T10:12:00,CATCHUP,daytime,30,577.4,577.29,7.04,4.06
LSP002202,CAM0057,2025-11-23,2025-11-23T12:25:00,MOVIES,daytime,40,428.01,439.9,10.65,4.68
LSP002203,CAM0034,2025-03-14,2025-03-14T23:08:00,EXTRA,post-peak,30,444.39,443.79,16.64,7.38
LSP002204,CAM0035,2025-05-29,2025-05-29T08:33:00,MAIN,breakfast,30,573.15,559.39,13.06,7.31
LSP002205,CAM0037,2025-11-25,2025-11-25T18:19:00,MOVIES,pre-peak,40,784.66,814.32,27.69,22.55
LSP002206,CAM0026,2025-01-13,2025-01-13T21:20:00,CATCHUP,peak,30,565.02,568.07,32.36,18.38
LSP002207,CAM0013,2025-12-14,2025-12-14T20:00:00,CATCHUP,peak,60,738.75,732.54,23.55,17.25
LSP002208,CAM0054,2025-10-06,2025-10-06T08:56:00,EXTRA,breakfast,30,112.76,108.32,10.93,1.18
LSP002209,CAM0023,2025-06-13,2025-06-13T21:43:00,CATCHUP,peak,30,763.31,773.42,28.8,22.27
LSP002210,CAM0026,2025-06-15,2025-06-15T16:48:00,FACTUAL,daytime,30,314.05,305.81,8.82,2.7
LSP002211,CAM0018,2025-01-03,2025-01-03T07:24:00,CATCHUP,breakfast,30,303.18,301.12,11.72,3.53
LSP002212,CAM0009,2025-05-30,2025-05-30T21:22:00,MAIN,peak,30,336.96,326.35,24.28,7.92
LSP002213,CAM0017,2025-06-04,2025-06-04T14:49:00,CATCHUP,daytime,30,508.72,488.57,10.81,5.28
LSP002214,CAM0054,2025-04-14,2025-04-14T12:26:00,CATCHUP,daytime,30,62.74,64.43,10.92,0.7
LSP002215,CAM0056,2025-01-22,2025-01-22T21:28:00,MAIN,peak,20,356.16,302.5,32.53,9.84
LSP002216,CAM0018,2025-03-20,2025-03-20T23:32:00,MOVIES,post-peak,10,180.02,177.61,14.39,2.56
LSP002217,CAM0040,2025-10-01,2025-10-01T14:38:00,FACTUAL,daytime,40,101.87,102.51,9.5,0.97
LSP002218,CAM0028,2025-11-23,2025-11-23T08:38:00,MOVIES,breakfast,30,413.59,424.22,12.03,5.1
LSP002219,CAM0032,2025-03-11,2025-03-11T21:21:00,EXTRA,peak,30,251.54,249.31,25.51,6.36
LSP002220,CAM0001,2025-06-02,2025-06-02T16:02:00,MOVIES,daytime,20,315.45,321.8,8.95,2.88
LSP002221,CAM0033,2025-01-08,2025-01-08T20:31:00,EXTRA,peak,30,238.41,186.16,32.77,6.1
LSP002222,CAM0049,2025-10-08,2025-10-08T08:42:00,MOVIES,breakfast,10,176.44,173.2,12.55,2.17
LSP002223,CAM0052,2025-01-23,2025-01-23T21:05:00,FACTUAL,peak,30,500.35,493.63,25.64,12.66
LSP002224,CAM0054,2025-01-09,2025-01-09T18:54:00,FACTUAL,pre-peak,20,80.65,82.22,24.65,2.03
LSP002225,CAM0031,2025-05-27,2025-05-27T20:29:00,FACTUAL,peak,30,323.97,328.02,22.87,7.5
LSP002226,CAM0058,2025-08-06,2025-08-06T21:58:00,CATCHUP,peak,40,169.23,139.66,31.41,4.39
LSP002227,CAM0054,2025-11-07,2025-11-07T16:41:00,CATCHUP,daytime,60,347.32,359.48,6.64,2.39
LSP002228,CAM0027,2025-03-23,2025-03-23T14:49:00,EXTRA,daytime,20,778.31,793.06,8.16,6.47
LSP002229,CAM0036,2025-07-12,2025-07-12T21:48:00,FACTUAL,peak,20,394.43,387.88,28.71,11.14
LSP002230,CAM0007,2025-08-16,2025-08-16T12:00:00,MOVIES,daytime,30,186.34,188.68,9.85,1.86
LSP002231,CAM0044,2025-02-14,2025-02-14T18:51:00,CATCHUP,pre-peak,60,623.27,623.3,20.95,13.06
LSP002232,CAM0010,2025-07-15,2025-07-15T21:52:00,FACTUAL,peak,30,284.31,286.44,22.3,6.39
LSP002233,CAM0027,2025-03-20,2025-03-20T14:29:00,EXTRA,daytime,20,540.32,545.71,11.68,6.37
LSP002234,CAM0002,2025-03-19,2025-03-19T21:14:00,MOVIES,peak,40,670.64,681.82,32.36,22.06
LSP002235,CAM0028,2025-06-11,2025-06-11T21:55:00,CATCHUP,peak,40,528.32,544.74,25.65,13.97
LSP002236,CAM0030,2025-08-17,2025-08-17T20:45:00,FACTUAL,peak,10,520.34,520.19,26.08,13.57
LSP002237,CAM0038,2025-09-26,2025-09-26T08:52:00,CATCHUP,breakfast,30,518.24,419.04,9.47,3.97
LSP002238,CAM0033,2025-02-03,2025-02-03T16:04:00,FACTUAL,daytime,30,501.9,493.97,9.06,4.48
LSP002239,CAM0039,2025-12-31,2025-12-31T20:10:00,MOVIES,peak,60,462.45,464.32,27.76,12.89
LSP002240,CAM0014,2025-09-26,2025-09-26T07:09:00,MAIN,breakfast,40,409.24,400.66,10.79,4.32
LSP002241,CAM0007,2025-04-03,2025-04-03T10:40:00,CATCHUP,daytime,10,524.03,506.77,11.27,5.71
LSP002242,CAM0035,2025-02-21,2025-02-21T12:36:00,CATCHUP,daytime,30,532.68,544.79,6.59,3.59
LSP002243,CAM0050,2025-03-10,2025-03-10T21:01:00,MOVIES,peak,10,736.56,751.91,34.55,25.98
LSP002244,CAM0003,2025-03-02,2025-03-02T08:37:00,EXTRA,breakfast,20,410.79,412.59,10.71,4.42
LSP002245,CAM0039,2025-04-29,2025-04-29T14:57:00,CATCHUP,daytime,40,747.27,735.54,11.41,8.39
LSP002246,CAM0059,2025-01-24,2025-01-24T14:20:00,MAIN,daytime,30,418.12,421.94,11.17,4.71
LSP002247,CAM0051,2025-04-26,2025-04-26T23:12:00,FACTUAL,post-peak,30,567.89,463.88,15.89,7.37
LSP002248,CAM0007,2025-03-29,2025-03-29T21:42:00,EXTRA,peak,10,292.18,281.49,32.97,9.28
LSP002249,CAM0021,2025-08-14,2025-08-14T20:02:00,FACTUAL,peak,20,532.78,537.8,30.78,16.55
LSP002250,CAM0048,2025-04-24,2025-04-24T20:45:00,FACTUAL,peak,30,83.53,83.59,24.72,2.07
LSP002251,CAM0005,2025-06-09,2025-06-09T08:56:00,MOVIES,breakfast,10,538.55,549.43,14.55,7.99
LSP002252,CAM0042,2025-06-15,2025-06-15T21:12:00,MOVIES,peak,30,792.86,800.97,27.12,21.72
LSP002253,CAM0050,2025-10-01,2025-10-01T20:47:00,MAIN,peak,30,529.15,527.05,27.8,14.65
LSP002254,CAM0004,2025-03-14,2025-03-14T14:19:00,FACTUAL,daytime,30,369.76,367.16,8.84,3.25
LSP002255,CAM0052,2025-05-31,2025-05-31T07:48:00,EXTRA,breakfast,60,629.11,625.45,10.09,6.31
LSP002256,CAM0002,2025-02-03,2025-02-03T18:08:00,CATCHUP,pre-peak,30,409.82,410.02,20.08,8.23
LSP002257,CAM0008,2025-07-01,2025-07-01T20:31:00,FACTUAL,peak,30,579.81,598.83,30.7,18.38
LSP002258,CAM0043,2025-08-13,2025-08-13T14:32:00,MOVIES,daytime,30,630.52,607.2,9.39,5.7
